Gene name	Chromosome/scaffold name	Gene stable ID
MIR378H	5	ENSG00000263361
SLC25A10	17	ENSG00000183048
GEMIN5	5	ENSG00000082516
RNU6-1243P	11	ENSG00000200898
CNBP	3	ENSG00000169714
MYRF	11	ENSG00000124920
	2	ENSG00000288091
	2	ENSG00000270335
	19	ENSG00000267120
	2	ENSG00000227400
CACYBPP2	2	ENSG00000177855
	2	ENSG00000223725
ACIN1	14	ENSG00000100813
U2AF1L4	19	ENSG00000161265
RBM43	2	ENSG00000184898
CRISP3	6	ENSG00000096006
FSCN2	17	ENSG00000186765
SP100	2	ENSG00000067066
ZNF169	9	ENSG00000175787
RECQL5	17	ENSG00000108469
VDAC1P11	9	ENSG00000237679
	9	ENSG00000232063
RNU6-661P	5	ENSG00000199279
	9	ENSG00000224815
CKS1BP3	5	ENSG00000268942
PTMAP12	9	ENSG00000282886
	5	ENSG00000241991
RPL35AP14	5	ENSG00000240436
YRDCP1	9	ENSG00000278486
LRRC70	5	ENSG00000186105
	9	ENSG00000286850
	9	ENSG00000224245
RNU6-669P	9	ENSG00000202445
FAM47A	X	ENSG00000185448
FBP2	9	ENSG00000130957
APOOL	X	ENSG00000155008
CLDN15	7	ENSG00000106404
LUC7L	16	ENSG00000007392
GABRB2	5	ENSG00000145864
XPC	3	ENSG00000154767
PSENEN	19	ENSG00000205155
MTHFD1L	6	ENSG00000120254
FBP1	9	ENSG00000165140
RPL7P35	10	ENSG00000233518
Y_RNA	10	ENSG00000223302
SMC3	10	ENSG00000108055
PLS3	X	ENSG00000102024
	19	ENSG00000188223
	19	ENSG00000267439
LIN37	19	ENSG00000267796
ZKSCAN5	7	ENSG00000196652
RPL21P77	8	ENSG00000241026
	8	ENSG00000253415
MRPL57P7	8	ENSG00000254312
FMO10P	1	ENSG00000234984
RN7SKP85	8	ENSG00000223281
LINC01698	1	ENSG00000231648
	8	ENSG00000271930
	8	ENSG00000229625
	8	ENSG00000253180
	8	ENSG00000253562
	11	ENSG00000254586
	1	ENSG00000229983
	8	ENSG00000253532
KRT18P32	1	ENSG00000215149
	8	ENSG00000236583
	1	ENSG00000225122
	19	ENSG00000267328
LINC02729	11	ENSG00000255335
RIMKLBP2	1	ENSG00000225920
MSL3P3	8	ENSG00000237704
HSPB6	19	ENSG00000004776
	8	ENSG00000225017
Y_RNA	8	ENSG00000206699
MIR599	8	ENSG00000207804
MYOD1	11	ENSG00000129152
MIR875	8	ENSG00000216069
RN7SL350P	8	ENSG00000243254
DTL	1	ENSG00000143476
	8	ENSG00000235683
	8	ENSG00000253539
	8	ENSG00000253912
	19	ENSG00000267049
MEGF9	9	ENSG00000106780
LYL1	19	ENSG00000104903
COX6C	8	ENSG00000164919
KCNC1	11	ENSG00000129159
	19	ENSG00000266897
	19	ENSG00000269651
SMIM26	20	ENSG00000232388
TMEM130	7	ENSG00000166448
CERS4	19	ENSG00000090661
AHCYP2	9	ENSG00000238181
FURIN	15	ENSG00000140564
RN7SL638P	20	ENSG00000243702
FBXW2	9	ENSG00000119402
RNU6ATAC34P	20	ENSG00000221806
DUXAP7	20	ENSG00000232136
DTD1-AS1	20	ENSG00000233993
RBCK1	20	ENSG00000125826
IGF2BP2	3	ENSG00000073792
ACAT1	11	ENSG00000075239
GLE1	9	ENSG00000119392
MYPN	10	ENSG00000138347
MRPS18A	6	ENSG00000096080
	8	ENSG00000287952
MAPK10-AS1	4	ENSG00000250062
RMDN1	8	ENSG00000176623
RN7SKP96	4	ENSG00000252757
MIR4452	4	ENSG00000266515
	4	ENSG00000251379
FBXO9	6	ENSG00000112146
AOC1	7	ENSG00000002726
GABRA2	4	ENSG00000151834
	5	ENSG00000288643
CCNI2	5	ENSG00000205089
TRMT1L	1	ENSG00000121486
SPRY4	5	ENSG00000187678
XIAP-AS1	X	ENSG00000237331
RNU6-122P	X	ENSG00000252627
	12	ENSG00000287698
PARD6BP1	X	ENSG00000237025
ZFP62	5	ENSG00000196670
STAG2-AS1	X	ENSG00000232412
ZIK1P1	X	ENSG00000237426
	X	ENSG00000252693
LRTM2	12	ENSG00000166159
HSPA8P20	X	ENSG00000234564
TEX13D	X	ENSG00000282419
NPM1P34	X	ENSG00000232054
	X	ENSG00000226532
GPC3	X	ENSG00000147257
LDB3	10	ENSG00000122367
MGAT1	5	ENSG00000131446
LINC00940	12	ENSG00000235049
ZNF75A	16	ENSG00000162086
LINC02474	1	ENSG00000228437
DCP1B	12	ENSG00000151065
SUMF2	7	ENSG00000129103
SOAT1	1	ENSG00000057252
ATP6V1G2	6	ENSG00000213760
	11	ENSG00000256947
	11	ENSG00000256195
	11	ENSG00000255663
JAKMIP3-AS1	10	ENSG00000235010
DPYSL4	10	ENSG00000151640
MPIG6B	6	ENSG00000204420
	19	ENSG00000271717
SMIM6	17	ENSG00000259120
CD320	19	ENSG00000167775
REXO2	11	ENSG00000076043
CETN3	5	ENSG00000153140
XPO6	16	ENSG00000169180
RTEL1-TNFRSF6B	20	ENSG00000026036
ISG20	15	ENSG00000172183
SAP30BP	17	ENSG00000161526
	12	ENSG00000203593
CACNA1C-IT1	12	ENSG00000256837
	12	ENSG00000282022
PHC1	12	ENSG00000111752
ZNF80	3	ENSG00000174255
	19	ENSG00000167774
PPIB	15	ENSG00000166794
NDUFA7	19	ENSG00000267855
CPEB1-AS1	15	ENSG00000259462
ALDH1L1	3	ENSG00000144908
AP3B2	15	ENSG00000103723
Y_RNA	20	ENSG00000252064
MIR4325	20	ENSG00000266666
RPL39P39	20	ENSG00000231005
SPO11	20	ENSG00000054796
CLINT1	5	ENSG00000113282
RPS28	19	ENSG00000233927
	1	ENSG00000285718
SPATA17-AS1	1	ENSG00000234070
NTAN1P2	8	ENSG00000250569
USH2A-AS2	1	ENSG00000233620
SLC2A3P4	8	ENSG00000254088
	1	ENSG00000237783
	1	ENSG00000233018
MIPEPP2	1	ENSG00000224783
CPNE3	8	ENSG00000085719
CNST	1	ENSG00000162852
CHURC1-FNTB	14	ENSG00000125954
JAKMIP3	10	ENSG00000188385
PAICS	4	ENSG00000128050
	19	ENSG00000268884
AVPR2	X	ENSG00000126895
ANGPTL4	19	ENSG00000167772
PRRG3	X	ENSG00000130032
FTH1P25	1	ENSG00000232792
	1	ENSG00000273004
RAB15	14	ENSG00000139998
SOX13	1	ENSG00000143842
RAE1	20	ENSG00000101146
CNGA2	X	ENSG00000183862
	X	ENSG00000281849
Metazoa_SRP	X	ENSG00000275287
	X	ENSG00000280767
FABP5P13	X	ENSG00000234958
KRT18P53	X	ENSG00000229232
SHOX	X	ENSG00000185960
TFAP2A	6	ENSG00000137203
MIR4999	19	ENSG00000265390
RAB11B	19	ENSG00000185236
	11	ENSG00000256533
NXPE2P1	11	ENSG00000255982
SRP14P4	1	ENSG00000268062
	9	ENSG00000271384
	11	ENSG00000270204
MT1P1	9	ENSG00000213761
	11	ENSG00000238724
	9	ENSG00000271314
	1	ENSG00000237409
NXPE4	11	ENSG00000137634
	9	ENSG00000271155
	9	ENSG00000271659
IPO11	5	ENSG00000086200
NID1	1	ENSG00000116962
UBAP1	9	ENSG00000165006
SYP	X	ENSG00000102003
	11	ENSG00000256674
RN7SL828P	11	ENSG00000272075
CLDN22	4	ENSG00000177300
DTHD1	4	ENSG00000197057
TMPRSS4	11	ENSG00000137648
ZNF205	16	ENSG00000122386
	19	ENSG00000268931
RPS27AP17	X	ENSG00000237490
	19	ENSG00000279827
	X	ENSG00000228550
FNTB	14	ENSG00000257365
PRAM1	19	ENSG00000133246
STS	X	ENSG00000101846
M6PR	12	ENSG00000003056
MIOXP1	8	ENSG00000253292
UBE2Q2P10	8	ENSG00000233915
	8	ENSG00000254115
	8	ENSG00000253778
	8	ENSG00000253568
GOLGA2P1	8	ENSG00000205333
OR7E96P	8	ENSG00000227013
VPS51P16	8	ENSG00000253881
	2	ENSG00000286206
	8	ENSG00000284603
	2	ENSG00000226905
	8	ENSG00000284606
ZNF414	19	ENSG00000133250
	8	ENSG00000284661
MIR548I3	8	ENSG00000221305
RPS3AP31	8	ENSG00000244427
SNRPCP17	8	ENSG00000254311
ZRANB3	2	ENSG00000121988
CNGB3	8	ENSG00000170289
MIR4767	X	ENSG00000264268
	X	ENSG00000279682
	X	ENSG00000274923
PNPLA4	X	ENSG00000006757
	1	ENSG00000288078
	1	ENSG00000271399
RPL7AP21	1	ENSG00000229757
NPNT	4	ENSG00000168743
LINC01705	1	ENSG00000232679
	14	ENSG00000272158
MIR4706	14	ENSG00000266531
	14	ENSG00000259118
RPL21P28	1	ENSG00000220749
ZNF678	1	ENSG00000181450
RPL35AP2	9	ENSG00000227383
CHIC1	X	ENSG00000204116
RNA5SP282	9	ENSG00000252164
	9	ENSG00000233668
RNU2-50P	9	ENSG00000222426
KLRG1	12	ENSG00000139187
SERPINH1P1	9	ENSG00000229207
NUDT2	9	ENSG00000164978
	19	ENSG00000268618
SYNGR4	19	ENSG00000105467
MRPL52	14	ENSG00000172590
	1	ENSG00000286285
	1	ENSG00000225300
	1	ENSG00000223842
SLC9C2	1	ENSG00000162753
LDHD	16	ENSG00000166816
KDELR1	19	ENSG00000105438
MYORG	9	ENSG00000164976
	12	ENSG00000257105
HNRNPA1P34	12	ENSG00000213049
Y_RNA	9	ENSG00000207032
VDAC2P2	12	ENSG00000255776
KIF24	9	ENSG00000186638
LINC00612	12	ENSG00000214851
A2M-AS1	12	ENSG00000245105
CT47B1	X	ENSG00000236446
KRT17P8	12	ENSG00000256937
HAPSTR2	X	ENSG00000230707
BTG1P1	12	ENSG00000256720
FAM156B	X	ENSG00000179304
SFTPC	8	ENSG00000168484
PZP	12	ENSG00000126838
RNF216	7	ENSG00000011275
MTND1P9	20	ENSG00000228995
GRWD1	19	ENSG00000105447
RBM38-AS1	20	ENSG00000218018
CLIC5	6	ENSG00000112782
ZNF483	9	ENSG00000173258
RBM38	20	ENSG00000132819
UBBP2	1	ENSG00000228247
	1	ENSG00000231424
LHX9	1	ENSG00000143355
FLYWCH1	16	ENSG00000059122
ACOT8	20	ENSG00000101473
PCDH12	5	ENSG00000113555
PTGR1	9	ENSG00000106853
	17	ENSG00000264829
SAP30BP-AS1	17	ENSG00000264270
DCAF8L2	X	ENSG00000189186
KCNJ14	19	ENSG00000182324
H3-3B	17	ENSG00000132475
TMCO6	5	ENSG00000113119
AGAP4	10	ENSG00000188234
IL9R	X	ENSG00000124334
	19	ENSG00000268530
	19	ENSG00000268465
	19	ENSG00000287603
SULT2B1	19	ENSG00000088002
LINC01941	2	ENSG00000226813
PARL	3	ENSG00000175193
MTND6P8	2	ENSG00000248136
SPHKAP	2	ENSG00000153820
	1	ENSG00000287177
	1	ENSG00000237193
CHCHD2P5	1	ENSG00000223490
DESI2	1	ENSG00000121644
CCDC196	14	ENSG00000196553
GBF1	10	ENSG00000107862
SPACA4	19	ENSG00000177202
	22	ENSG00000285404
PHF14	7	ENSG00000106443
RN7SL20P	22	ENSG00000242251
	22	ENSG00000236132
RNU6-201P	22	ENSG00000252909
	22	ENSG00000227813
LINC02558	22	ENSG00000230866
RPL18	19	ENSG00000063177
MAGEA6	X	ENSG00000197172
	22	ENSG00000232346
SLC5A1	22	ENSG00000100170
CLEC18C	16	ENSG00000157335
SLC26A9	1	ENSG00000174502
MID1IP1	X	ENSG00000165175
DEFB121	20	ENSG00000204548
MIR4738	17	ENSG00000283853
DEFB123	20	ENSG00000180424
TPT1P12	12	ENSG00000256817
UNK	17	ENSG00000132478
MIR1244-3	12	ENSG00000283429
MAGED4B	X	ENSG00000187243
PTMAP4	12	ENSG00000231503
RN7SKP216	12	ENSG00000222982
	12	ENSG00000255830
OSTF1P1	12	ENSG00000258244
DEFB124	20	ENSG00000180383
	12	ENSG00000258254
REM1	20	ENSG00000088320
Y_RNA	12	ENSG00000199220
RPL21P38	2	ENSG00000233934
TBX5	12	ENSG00000089225
	2	ENSG00000224819
BRD8	5	ENSG00000112983
	2	ENSG00000224789
OR7E90P	2	ENSG00000188668
	2	ENSG00000270540
HMGB1P3	2	ENSG00000250011
ZDHHC22	14	ENSG00000177108
LINC00028	20	ENSG00000233354
	2	ENSG00000286272
	20	ENSG00000289492
IQCA1-AS1	2	ENSG00000232893
	2	ENSG00000243179
TM9SF4	20	ENSG00000101337
	22	ENSG00000289873
	14	ENSG00000269883
	2	ENSG00000229395
FAM204DP	14	ENSG00000258552
	14	ENSG00000201384
FBXO7	22	ENSG00000100225
MIR1260A	14	ENSG00000221754
TMEM17	2	ENSG00000186889
SLC16A14P1	8	ENSG00000213708
GSTZ1	14	ENSG00000100577
	8	ENSG00000254021
RIPK1	6	ENSG00000137275
OXR1-AS1	8	ENSG00000253582
TAGLN2P1	8	ENSG00000253676
	17	ENSG00000266980
RNU7-84P	8	ENSG00000251892
ABRA	8	ENSG00000174429
	2	ENSG00000269707
FZD3	8	ENSG00000104290
WBP2	17	ENSG00000132471
MTCYBP8	2	ENSG00000233550
	2	ENSG00000223691
	2	ENSG00000236283
GFOD1-AS1	6	ENSG00000237786
RPS4XP7	6	ENSG00000218265
RN7SKP204	6	ENSG00000202351
NOL7	6	ENSG00000225921
MTND5P29	2	ENSG00000234934
SNF8P1	2	ENSG00000203387
PDK1-AS1	2	ENSG00000225205
RANBP9	6	ENSG00000010017
RPL3P5	2	ENSG00000231546
CERS6-AS1	2	ENSG00000227617
CCNL1	3	ENSG00000163660
MIR4288	8	ENSG00000265251
RNA5SP259	8	ENSG00000202411
EXTL3-AS1	8	ENSG00000246339
	9	ENSG00000224644
DNAJC25	9	ENSG00000059769
INTS9	8	ENSG00000104299
RNU6-879P	12	ENSG00000201198
R3HDM2-DT	12	ENSG00000258001
	19	ENSG00000268093
INHBC	12	ENSG00000175189
ANAPC4	4	ENSG00000053900
DNAJC25-GNG10	9	ENSG00000244115
	12	ENSG00000287200
SYN3-AS1	22	ENSG00000236054
SPHK2	19	ENSG00000063176
RNA5SP497	22	ENSG00000251890
	6	ENSG00000286316
	22	ENSG00000229673
MIR3692	6	ENSG00000266617
KIF3B	20	ENSG00000101350
GLI1	12	ENSG00000111087
TIMP3	22	ENSG00000100234
GNG10	9	ENSG00000242616
CEP41	7	ENSG00000106477
SNX9	6	ENSG00000130340
LINC01142	1	ENSG00000224286
SLC45A3	1	ENSG00000158715
	22	ENSG00000228194
SYN3	22	ENSG00000185666
	9	ENSG00000224067
RNU6-1013P	9	ENSG00000206907
UGCG	9	ENSG00000148154
	20	ENSG00000277692
NOL4L	20	ENSG00000197183
SSX2	X	ENSG00000241476
	6	ENSG00000234361
ILDR2	1	ENSG00000143195
	6	ENSG00000229502
SPATS2L	2	ENSG00000196141
SNX9-AS1	6	ENSG00000236324
HSPE1P26	6	ENSG00000220867
RNU6-786P	6	ENSG00000252658
DRICH1	22	ENSG00000189269
SYNJ2	6	ENSG00000078269
NUP50-DT	22	ENSG00000226328
MIR4668	9	ENSG00000266315
	22	ENSG00000273243
SHOC1	9	ENSG00000165181
NUP50	22	ENSG00000093000
	20	ENSG00000236772
	20	ENSG00000286311
	20	ENSG00000277301
SULF2	20	ENSG00000196562
VCX	X	ENSG00000182583
HSPE1P18	11	ENSG00000255163
DBP	19	ENSG00000105516
MPZL2	11	ENSG00000149573
ARHGAP9	12	ENSG00000123329
SERTM2	X	ENSG00000260802
RGN	X	ENSG00000130988
CA11	19	ENSG00000063180
KIF26B	1	ENSG00000162849
	11	ENSG00000280032
	11	ENSG00000254992
TRIM47	17	ENSG00000132481
FOLR1	11	ENSG00000110195
C1QTNF7	4	ENSG00000163145
HELZ2	20	ENSG00000130589
	17	ENSG00000267801
TRIM65	17	ENSG00000141569
RPL13	16	ENSG00000167526
PRR13P1	1	ENSG00000232824
	1	ENSG00000273416
LINC02815	1	ENSG00000282111
TMED8	14	ENSG00000100580
LINC01222	1	ENSG00000233410
RRP15	1	ENSG00000067533
MAMSTR	19	ENSG00000176909
Y_RNA	9	ENSG00000223188
GPRACR	9	ENSG00000196979
ATXN10	22	ENSG00000130638
GUCY1A1	4	ENSG00000164116
NCS1	9	ENSG00000107130
	14	ENSG00000258510
NUDT14	14	ENSG00000183828
RPL7AP82	1	ENSG00000228955
	17	ENSG00000267342
RNU6-1189P	X	ENSG00000206685
RNU12-2P	X	ENSG00000201659
RBM10	X	ENSG00000182872
MRPL38	17	ENSG00000204316
	1	ENSG00000270443
LMX1A-AS2	1	ENSG00000224702
	1	ENSG00000271811
	1	ENSG00000224278
LINC01221	1	ENSG00000235492
DHX9-AS1	1	ENSG00000287808
ISCA1P2	1	ENSG00000229840
LINC01035	1	ENSG00000226486
	1	ENSG00000227687
LINC00210	1	ENSG00000231814
	1	ENSG00000286210
	1	ENSG00000287364
NCEH1	3	ENSG00000144959
TMEM205	19	ENSG00000105518
	1	ENSG00000260698
RN7SL665P	9	ENSG00000264169
	1	ENSG00000277007
	1	ENSG00000229016
ASS1	9	ENSG00000130707
INTS9-AS1	8	ENSG00000254034
RPL36AP32	8	ENSG00000242958
Metazoa_SRP	8	ENSG00000273710
PTPN14	1	ENSG00000152104
IKBKB	8	ENSG00000104365
	14	ENSG00000258500
RN7SKP92	14	ENSG00000253075
	14	ENSG00000259031
	14	ENSG00000258576
RPL26P3	14	ENSG00000240179
LINC02327	14	ENSG00000258038
TRNT1P2	22	ENSG00000235347
	22	ENSG00000279954
	22	ENSG00000235091
MTMR2	11	ENSG00000087053
WNT7B	22	ENSG00000188064
	17	ENSG00000267426
MAP6D1	3	ENSG00000180834
NKD1	16	ENSG00000140807
TM4SF19	3	ENSG00000145107
	6	ENSG00000285642
SYNJ2-IT1	6	ENSG00000233496
	6	ENSG00000236164
MEP1A	6	ENSG00000112818
	17	ENSG00000267615
TEN1-CDK3	17	ENSG00000261408
LINC02326	14	ENSG00000257523
APOBEC3A	22	ENSG00000128383
	14	ENSG00000258028
	20	ENSG00000286100
TEN1	17	ENSG00000257949
YWHAB	20	ENSG00000166913
RNU6-864P	14	ENSG00000252065
	14	ENSG00000257522
CCDC159	19	ENSG00000183401
	22	ENSG00000289963
NUDT16	3	ENSG00000198585
	16	ENSG00000260029
	16	ENSG00000278909
NF2	22	ENSG00000186575
	16	ENSG00000205414
	16	ENSG00000260249
LINC02814	1	ENSG00000236975
	16	ENSG00000270120
MIR3181	16	ENSG00000264947
	16	ENSG00000260616
LINC02168	16	ENSG00000261703
	1	ENSG00000286541
DIPK2A	3	ENSG00000181744
	16	ENSG00000260042
EVPL	17	ENSG00000167880
	14	ENSG00000258107
RNA5SP426	16	ENSG00000199771
HMGB3P32	16	ENSG00000260828
NEK2	1	ENSG00000117650
	6	ENSG00000237719
	14	ENSG00000286040
MAPK13	6	ENSG00000156711
RNU11-5P	14	ENSG00000212518
	14	ENSG00000257120
RNU6-1234P	14	ENSG00000252686
	14	ENSG00000287142
HSPA2-AS1	14	ENSG00000259116
ZNF189	9	ENSG00000136870
	14	ENSG00000259160
PPP1R36	14	ENSG00000165807
RABL3	3	ENSG00000144840
PABPC1L	20	ENSG00000101104
PIGCP2	7	ENSG00000229626
	7	ENSG00000273055
U3	7	ENSG00000238297
ITPK1P1	X	ENSG00000237351
UBA1	X	ENSG00000130985
ADGRG1	16	ENSG00000205336
ST6GALNAC6	9	ENSG00000160408
	11	ENSG00000254678
LAMB1	7	ENSG00000091136
PAFAH1B2	11	ENSG00000168092
	14	ENSG00000259076
SWSAP1	19	ENSG00000173928
NUP50P1	14	ENSG00000259010
PLEKHG3	14	ENSG00000126822
EPOR	19	ENSG00000187266
FTH1P4	3	ENSG00000242992
RN7SL698P	3	ENSG00000244232
RPS15AP16	3	ENSG00000239483
	1	ENSG00000235021
MARK2P17	3	ENSG00000244065
MARK3P3	3	ENSG00000243022
C1orf53	1	ENSG00000203724
MARK2P6	3	ENSG00000242062
	3	ENSG00000261159
IFT122P3	3	ENSG00000231305
CIDECP2	3	ENSG00000250796
	3	ENSG00000279507
	1	ENSG00000225006
	1	ENSG00000287633
	1	ENSG00000223375
ATXN7	3	ENSG00000163635
	1	ENSG00000230714
BRPF3-AS1	6	ENSG00000246982
	1	ENSG00000261065
	1	ENSG00000260855
MARS1	12	ENSG00000166986
	1	ENSG00000236206
SRP68	17	ENSG00000167881
RAB4A	1	ENSG00000168118
BRPF3	6	ENSG00000096070
TAGLN	11	ENSG00000149591
SPTB	14	ENSG00000070182
RGL3	19	ENSG00000205517
ZNF658	9	ENSG00000274349
TOMM34	20	ENSG00000025772
TOMM20	1	ENSG00000173726
ENTREP1	9	ENSG00000135063
	1	ENSG00000282852
TADA1	1	ENSG00000152382
	17	ENSG00000274758
SGSM2-AS1	17	ENSG00000263345
MNT	17	ENSG00000070444
REN	1	ENSG00000143839
Y_RNA	20	ENSG00000252021
KCNS1	20	ENSG00000124134
	11	ENSG00000280143
	17	ENSG00000262456
METTL16	17	ENSG00000127804
RNF214	11	ENSG00000167257
WFDC12	20	ENSG00000168703
GUCY1B1	4	ENSG00000061918
PI3	20	ENSG00000124102
LINC01327	3	ENSG00000241669
OR2K2	9	ENSG00000171133
TUSC1	9	ENSG00000198680
C9orf153	9	ENSG00000187753
LINC01653	1	ENSG00000232100
HMGB1P11	1	ENSG00000230547
LINC00303	1	ENSG00000176754
ZBBX	3	ENSG00000169064
SEMG1	20	ENSG00000124233
SEMG2	20	ENSG00000124157
LINC01341	1	ENSG00000227953
KLF9	9	ENSG00000119138
RNU2-25P	9	ENSG00000222973
RAPGEF6	5	ENSG00000158987
RN7SL592P	9	ENSG00000264615
PUM3	9	ENSG00000080608
STK4-DT	20	ENSG00000227477
STK4	20	ENSG00000101109
OR2L6P	1	ENSG00000232215
DHX9	1	ENSG00000135829
	17	ENSG00000279872
	17	ENSG00000280280
RN7SL33P	17	ENSG00000243049
EIF4A1P9	17	ENSG00000262953
SAMD11P1	17	ENSG00000262480
	17	ENSG00000279432
RN7SL608P	17	ENSG00000239884
	17	ENSG00000272770
	17	ENSG00000272911
MIR6776	17	ENSG00000273606
MIR1253	17	ENSG00000221200
hsa-mir-1253	17	ENSG00000272920
MIR7855	14	ENSG00000284269
BNIP5	6	ENSG00000189325
POMT2	14	ENSG00000009830
PAFAH1B1	17	ENSG00000007168
ETV7	6	ENSG00000010030
GPS2P1	9	ENSG00000236496
ATP5PDP2	9	ENSG00000229184
	9	ENSG00000176868
	9	ENSG00000279561
PTGER4P2-CDK2AP2P2	9	ENSG00000275450
CDK2AP2P1	9	ENSG00000278647
MYO5BP1	9	ENSG00000274680
	9	ENSG00000276502
ODAD3	19	ENSG00000198003
RPL7AP45	9	ENSG00000275160
LINC01451	9	ENSG00000279141
ECPAS	9	ENSG00000136813
	1	ENSG00000228289
BTF3L4	1	ENSG00000134717
INE1	X	ENSG00000224975
NDUFB11	X	ENSG00000147123
	11	ENSG00000252992
	11	ENSG00000276505
CEP164	11	ENSG00000110274
	8	ENSG00000243171
ZFPM2-AS1	8	ENSG00000251003
DEFB116	20	ENSG00000215545
NUP62CL	X	ENSG00000198088
	15	ENSG00000259707
RPL31P3	20	ENSG00000237929
HAUS6P2	20	ENSG00000236121
	15	ENSG00000279758
RNA5SP480	20	ENSG00000252649
	15	ENSG00000259442
	1	ENSG00000232989
DEFB117	20	ENSG00000212717
	15	ENSG00000286817
TEDDM2P	1	ENSG00000233537
ELAVL3	19	ENSG00000196361
SNHG21	15	ENSG00000250988
DEFB118	20	ENSG00000131068
	8	ENSG00000253420
	8	ENSG00000254141
RPL12P24	8	ENSG00000243601
	8	ENSG00000253526
SWT1	1	ENSG00000116668
Y_RNA	8	ENSG00000201627
	20	ENSG00000212134
DEFB119	20	ENSG00000180483
OXR1	8	ENSG00000164830
	15	ENSG00000252690
FSD2	15	ENSG00000186628
GTF3C6P2	X	ENSG00000213569
Y_RNA	X	ENSG00000199832
MYCLP1	X	ENSG00000204053
MIR6758	12	ENSG00000284152
MIR616	12	ENSG00000208028
LINC01726	20	ENSG00000280350
DNAJA1P3	X	ENSG00000215007
	20	ENSG00000278410
MBD6	12	ENSG00000166987
PAX1	20	ENSG00000125813
DNAAF6	X	ENSG00000080572
TMEM45A	3	ENSG00000181458
RALY-AS1	20	ENSG00000285230
	19	ENSG00000267477
ADGB-DT	6	ENSG00000237468
	6	ENSG00000273719
RNU6-906P	6	ENSG00000207431
	6	ENSG00000227748
ZNF653	19	ENSG00000161914
ZNF341	20	ENSG00000131061
	6	ENSG00000272397
CMTR1	6	ENSG00000137200
MYLK-AS2	3	ENSG00000250174
	3	ENSG00000273123
	3	ENSG00000207002
MIR5002	3	ENSG00000266383
RPL7P15	3	ENSG00000240622
FAT4	4	ENSG00000196159
RAB7A	3	ENSG00000075785
ATP7A	X	ENSG00000165240
	1	ENSG00000278180
RPL4P2	1	ENSG00000232341
	1	ENSG00000287676
	1	ENSG00000236792
	3	ENSG00000272166
	3	ENSG00000275227
COP1	1	ENSG00000143207
MIR4442	3	ENSG00000283971
CRIP1P2	3	ENSG00000238225
CCDC167	6	ENSG00000198937
	19	ENSG00000213304
NGLY1	3	ENSG00000151092
	19	ENSG00000213303
SCARNA15	15	ENSG00000277864
WHAMM	15	ENSG00000156232
	6	ENSG00000227920
CNN1	19	ENSG00000130176
MIR4462	6	ENSG00000263926
	6	ENSG00000279942
MDGA1	6	ENSG00000112139
PIP4K2C	12	ENSG00000166908
SENP8	15	ENSG00000166192
RNU6-746P	4	ENSG00000206839
LRRC34P2	4	ENSG00000250464
FCF1P8	4	ENSG00000251111
SRD5A3-AS1	4	ENSG00000249700
RPL21P115	15	ENSG00000243568
	15	ENSG00000260173
PRR13P3	11	ENSG00000271412
GRAMD2A	15	ENSG00000175318
	11	ENSG00000279586
OR5AK4P	11	ENSG00000283307
OR5AO1P	11	ENSG00000272676
OR5BP1P	11	ENSG00000273255
LRRC55	11	ENSG00000183908
TMEM165	4	ENSG00000134851
TNKS1BP1	11	ENSG00000149115
RNU6-1158P	17	ENSG00000212469
	17	ENSG00000262408
	17	ENSG00000262112
MIR3614	17	ENSG00000284542
COIL	17	ENSG00000121058
GAPDHP76	19	ENSG00000249840
SIRT5	6	ENSG00000124523
	17	ENSG00000262298
	17	ENSG00000262623
KASH5	19	ENSG00000161609
SCPEP1	17	ENSG00000121064
DTX3	12	ENSG00000178498
	11	ENSG00000254662
NDOR1	9	ENSG00000188566
SSRP1	11	ENSG00000149136
ZNF133	20	ENSG00000125846
Y_RNA	4	ENSG00000239040
PNPLA1	6	ENSG00000180316
Y_RNA	4	ENSG00000238585
OR7E85BP	4	ENSG00000197468
UNC93B8	4	ENSG00000249272
OR7E111FP	4	ENSG00000250804
VPS51P7	4	ENSG00000249347
	4	ENSG00000284636
	4	ENSG00000271057
	4	ENSG00000251313
	4	ENSG00000288075
PARP6	15	ENSG00000137817
SNRPCP16	4	ENSG00000250342
	4	ENSG00000287972
ENPP7P10	4	ENSG00000249767
ARHGEF25	12	ENSG00000240771
	1	ENSG00000270859
TRIM2	4	ENSG00000109654
	1	ENSG00000238224
	1	ENSG00000286775
OR2L9P	1	ENSG00000237492
	1	ENSG00000230404
	1	ENSG00000236230
PRG3	11	ENSG00000156575
SLAMF7	1	ENSG00000026751
PRG2	11	ENSG00000186652
PTH2	19	ENSG00000142538
HLA-DQA2	6	ENSG00000237541
SLC17A7	19	ENSG00000104888
OR4N5	14	ENSG00000184394
	2	ENSG00000286772
OR4E2	14	ENSG00000221977
SEPHS1P7	2	ENSG00000231926
MIR3135B	6	ENSG00000263649
MIR624	14	ENSG00000207952
HLA-DQB2	6	ENSG00000232629
BTBD6	14	ENSG00000184887
	2	ENSG00000232328
MTND5P22	2	ENSG00000238046
RNF11P1	2	ENSG00000213110
OR11H4	14	ENSG00000176198
GCSIR	2	ENSG00000232520
ATL1	14	ENSG00000198513
HLA-DOB	6	ENSG00000241106
	2	ENSG00000286199
	12	ENSG00000224713
